Question,Structure,Réponses,Occurrences,Nombre de réponses,Effectifs par structure,Pourcentage,Edition
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Un département,"AO05. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de temps",14,29,29,48,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Un département,Sans réponse,0,29,29,0,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Une commune,"AO02. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de compétences",74,140,140,53,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Une commune,"AO03. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Les difficultés de recrutement",17,140,140,12,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Une commune,"AO04. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de moyens financiers",71,140,140,51,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Une commune,"AO05. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de temps",66,140,140,47,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Une commune,Sans réponse,0,140,140,0,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Une région,"AO02. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de compétences",3,14,14,21,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Une région,"AO03. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Les difficultés de recrutement",5,14,14,36,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Une région,"AO04. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de moyens financiers",2,14,14,14,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Une région,"AO05. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? [Le manque de temps",5,14,14,36,2022
"G09Q0003AO02]. Quels sont, selon vous, les principaux obstacles à la diffusion d’outils de sécurité informatique dans votre collectivité ? ",Une région,Sans réponse,0,14,14,0,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Autre,"Oui, en interne",16,31,31,52,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Autre,"Non, pas encore",4,31,31,13,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Autre,"Oui, externalisé auprès d'une autre collectivité (mutualisation)",8,31,31,26,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Autre,"Oui, externalisé auprès d’un prestataire",3,31,31,10,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Entre 10 000 et 100 000 habitants,"Oui, en interne",21,35,35,60,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Entre 10 000 et 100 000 habitants,"Non, pas encore",4,35,35,11,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Entre 10 000 et 100 000 habitants,"Oui, externalisé auprès d'une autre collectivité (mutualisation)",3,35,35,9,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Entre 10 000 et 100 000 habitants,"Oui, externalisé auprès d’un prestataire",7,35,35,20,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Entre 3 500 et 10 000 habitants,"Oui, en interne",5,17,17,29,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Entre 3 500 et 10 000 habitants,"Non, pas encore",2,17,17,12,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Entre 3 500 et 10 000 habitants,"Oui, externalisé auprès d'une autre collectivité (mutualisation)",0,17,17,0,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Entre 3 500 et 10 000 habitants,"Oui, externalisé auprès d’un prestataire",10,17,17,59,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Moins de 3 500 habitants,"Oui, en interne",24,81,81,30,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Moins de 3 500 habitants,"Non, pas encore",24,81,81,30,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Moins de 3 500 habitants,"Oui, externalisé auprès d'une autre collectivité (mutualisation)",13,81,81,16,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Moins de 3 500 habitants,"Oui, externalisé auprès d’un prestataire",20,81,81,25,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Plus de 100 000 habitants,"Oui, en interne",6,7,7,86,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Plus de 100 000 habitants,"Non, pas encore",0,7,7,0,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Plus de 100 000 habitants,"Oui, externalisé auprès d'une autre collectivité (mutualisation)",1,7,7,14,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Plus de 100 000 habitants,"Oui, externalisé auprès d’un prestataire",0,7,7,0,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Total,"Oui, en interne",164,297,297,55,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Total,"Non, pas encore",39,297,297,13,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Total,"Oui, externalisé auprès d'une autre collectivité (mutualisation)",38,297,297,13,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Total,"Oui, externalisé auprès d’un prestataire",56,297,297,19,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Total hors communes < 3500 habitants,"Oui, en interne",140,216,216,65,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Total hors communes < 3500 habitants,"Non, pas encore",15,216,216,7,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Total hors communes < 3500 habitants,"Oui, externalisé auprès d'une autre collectivité (mutualisation)",25,216,216,12,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Total hors communes < 3500 habitants,"Oui, externalisé auprès d’un prestataire",36,216,216,17,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Un EPCI,"Oui, en interne",56,83,83,67,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Un EPCI,"Non, pas encore",4,83,83,5,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Un EPCI,"Oui, externalisé auprès d'une autre collectivité (mutualisation)",12,83,83,14,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Un EPCI,"Oui, externalisé auprès d’un prestataire",11,83,83,13,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Un département,"Oui, en interne",24,29,29,83,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Un département,"Non, pas encore",1,29,29,3,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Un département,"Oui, externalisé auprès d'une autre collectivité (mutualisation)",1,29,29,3,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Un département,"Oui, externalisé auprès d’un prestataire",3,29,29,10,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Une commune,"Oui, en interne",56,140,140,40,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Une commune,"Non, pas encore",30,140,140,21,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Une commune,"Oui, externalisé auprès d’un prestataire",37,140,140,26,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Une commune,"Oui, externalisé auprès d'une autre collectivité (mutualisation)",17,140,140,12,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Une commune,Sans réponse,0,140,140,0,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Une région,"Oui, en interne",12,14,14,86,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Une région,"Non, pas encore",0,14,14,0,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Une région,"Oui, externalisé auprès d'une autre collectivité (mutualisation)",0,14,14,0,2022
G2Q00002. Avez-vous nommé un(e) Délégué(e) à la Protection des Données (DPO) ?,Une région,"Oui, externalisé auprès d’un prestataire",2,14,14,14,2022
"G2Q00003. Afin de respecter le RGPD, avez-vous modifié des processus de gestion des données au sein de la collectivité ?",Autre,Je ne sais pas,6,31,31,19,2022
"G2Q00003. Afin de respecter le RGPD, avez-vous modifié des processus de gestion des données au sein de la collectivité ?",Autre,Oui,13,31,31,42,2022
"G2Q00003. Afin de respecter le RGPD, avez-vous modifié des processus de gestion des données au sein de la collectivité ?",Autre,Non,12,31,31,39,2022
"G2Q00003. Afin de respecter le RGPD, avez-vous modifié des processus de gestion des données au sein de la collectivité ?",Entre 10 000 et 100 000 habitants,Je ne sais pas,4,35,35,11,2022
"G2Q00003. Afin de respecter le RGPD, avez-vous modifié des processus de gestion des données au sein de la collectivité ?",Entre 10 000 et 100 000 habitants,Oui,25,35,35,71,2022
