Question,Structure,Réponses,Occurrences,Nombre de réponses,Effectifs par structure,Pourcentage
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de plus de 100 000 hab.,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,1,5,5,20
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de plus de 100 000 hab.,Je ne sais pas,0,5,5,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Communes de plus de 100 000 hab.,Sans réponse,0,5,5,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une métropole,Le niveau est bon : une stratégie est en place avec un budget dédié,10,18,18,56
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une métropole,Le sujet n’est pas identifié,0,18,18,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une métropole,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,7,18,18,39
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une métropole,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,1,18,18,6
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une métropole,Je ne sais pas,0,18,18,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une métropole,Sans réponse,0,18,18,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un EPCI (hors métropole),Le niveau est bon : une stratégie est en place avec un budget dédié,13,32,33,39
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un EPCI (hors métropole),Le sujet n’est pas identifié,1,32,33,3
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un EPCI (hors métropole),Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,11,32,33,33
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un EPCI (hors métropole),Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,4,32,33,12
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un EPCI (hors métropole),Je ne sais pas,3,32,33,9
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un EPCI (hors métropole),Sans réponse,1,32,33,3
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un département,Le niveau est bon : une stratégie est en place avec un budget dédié,15,24,25,60
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un département,Le sujet n’est pas identifié,0,24,25,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un département,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,4,24,25,16
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un département,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,5,24,25,20
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un département,Je ne sais pas,0,24,25,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Un département,Sans réponse,1,24,25,4
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une région,Le niveau est bon : une stratégie est en place avec un budget dédié,5,10,10,50
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une région,Le sujet n’est pas identifié,0,10,10,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une région,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,1,10,10,10
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une région,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,3,10,10,30
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une région,Je ne sais pas,1,10,10,10
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Une région,Sans réponse,0,10,10,0
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Autre,Le niveau est bon : une stratégie est en place avec un budget dédié,28,72,75,37
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Autre,Le sujet n’est pas identifié,7,72,75,9
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Autre,Le niveau est correct : le sujet est identifié et partagé par les agents (et les élus) de la structure,20,72,75,27
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Autre,Le niveau est insuffisant : le sujet n’est identifié que par quelques experts,13,72,75,17
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Autre,Je ne sais pas,4,72,75,5
Comment estimez-vous le niveau de prise en compte du risque cyber par votre structure ?,Autre,Sans réponse,3,72,75,4
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Total,Oui,87,159,191,46
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Total,Sans réponse,32,159,191,17
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Total,"Non, mais c’est prévu dans les 12 prochains mois",28,159,191,15
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Total,"Non, et ce n’est pas prévu dans les 12 prochains mois",24,159,191,13
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Total,Je ne sais pas,20,159,191,10
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Une commune,Oui,11,26,26,37
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Une commune,Sans réponse,4,26,26,13
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Une commune,"Non, et ce n’est pas prévu dans les 12 prochains mois",6,26,26,20
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Une commune,"Non, mais c’est prévu dans les 12 prochains mois",7,26,26,23
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Une commune,Je ne sais pas,2,26,26,7
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de moins de 3 500 hab.,Oui,1,7,9,11
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de moins de 3 500 hab.,Sans réponse,2,7,9,22
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de moins de 3 500 hab.,"Non, mais c’est prévu dans les 12 prochains mois",2,7,9,22
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de moins de 3 500 hab.,"Non, et ce n’est pas prévu dans les 12 prochains mois",3,7,9,33
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de moins de 3 500 hab.,Je ne sais pas,1,7,9,11
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de 3 500 à 10 000 hab.,Oui,4,6,6,67
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de 3 500 à 10 000 hab.,Sans réponse,0,6,6,0
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de 3 500 à 10 000 hab.,"Non, mais c’est prévu dans les 12 prochains mois",2,6,6,33
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de 3 500 à 10 000 hab.,"Non, et ce n’est pas prévu dans les 12 prochains mois",0,6,6,0
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de 3 500 à 10 000 hab.,Je ne sais pas,0,6,6,0
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de 10 000 à 100 000 hab.,Oui,3,8,10,30
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de 10 000 à 100 000 hab.,Sans réponse,2,8,10,20
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de 10 000 à 100 000 hab.,"Non, mais c’est prévu dans les 12 prochains mois",3,8,10,30
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de 10 000 à 100 000 hab.,"Non, et ce n’est pas prévu dans les 12 prochains mois",2,8,10,20
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de 10 000 à 100 000 hab.,Je ne sais pas,0,8,10,0
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de plus de 100 000 hab.,Oui,3,5,5,60
"Parmi les mesures suivantes, qui visent à réduire le risque de cybersécurité, est-ce que votre structure a mis en place : [Une formation pour les agents et les élus]",Communes de plus de 100 000 hab.,Sans réponse,0,5,5,0
